split,npy_index,image_filename,mask_filename,mask_sha256,image_mae,image_correlation
train,0,ISIC_0000240.jpg,ISIC_0000240_segmentation.png,a7c11fbe784c9bb90cc7fb9f131ddca9918361a26088c773aac409a36e1a9841,0.109848022,0.999945380
train,1,ISIC_0006940.jpg,ISIC_0006940_segmentation.png,528903c37d3259a23b5b10415ec43fd12899683f45d5520b6ea60819017fe2d1,0.108510335,0.999958466
train,2,ISIC_0015412.jpg,ISIC_0015412_segmentation.png,747f256132d098d7973779c7601f1c94044d8fe7123f99b02a1d4b87726b2cb0,0.526173910,0.999749094
train,3,ISIC_0014765.jpg,ISIC_0014765_segmentation.png,a4b93316fff23492ebdf181ade7fa5690a1aa51abc229a2bc0d19b540e7b3a40,0.449050903,0.999913648
train,4,ISIC_0011328.jpg,ISIC_0011328_segmentation.png,c045db84a475e9d03d7fce4f3726bbf5dffd63832b9373c4ad86a2e6777f285b,0.194966634,0.999850952
train,5,ISIC_0013617.jpg,ISIC_0013617_segmentation.png,96a9f7aac2fe7ca9e44ca8b3aa5a7dc31248c39eab96fd863f3f0dae24c87820,0.489430745,0.999663544
train,6,ISIC_0016059.jpg,ISIC_0016059_segmentation.png,083e293cd2a03717545f7c552e9ec7800752fb438d7b9a35176d97bab15f9d90,0.143432617,0.999210293
train,7,ISIC_0013365.jpg,ISIC_0013365_segmentation.png,86298a75e23dc2cd30bcffa1e480efa2fdb19440f55b8116d17b86922c7d712e,0.455744425,0.999585635
train,8,ISIC_0010590.jpg,ISIC_0010590_segmentation.png,e4b3a7bb0178e89364c9ea9fa7f83cd33e12f1c7a3dd3959bca7d5b7fda55013,0.078989665,0.999940378
train,9,ISIC_0011344.jpg,ISIC_0011344_segmentation.png,27df6acbf42cec0b8b185b0af85bf9f609a8a53e4403f7773a0b95bc8a25e774,0.355097453,0.999648011
train,10,ISIC_0010089.jpg,ISIC_0010089_segmentation.png,1ce4ff8946f783dfb718bb9e6fe94d55f1fd17d1a30d173172a12c95869dfd0e,0.130701701,0.999885129
train,11,ISIC_0014742.jpg,ISIC_0014742_segmentation.png,9a18fe73b50c9d507a70d9cb405e102f8a4e38a2d7582b213d8cacff1fe6dde3,0.496414185,0.999930172
train,12,ISIC_0012149.jpg,ISIC_0012149_segmentation.png,40f5a41dc7e6c9e4ce9d7a506eeba3dcc908608f6ae9d503a9f389038a390431,0.282745361,0.999888756
train,13,ISIC_0015481.jpg,ISIC_0015481_segmentation.png,bab830b653fc644438a7ef129d38ccc4607fa38ed07189d429455c999bd438d9,0.317886353,0.999944008
train,14,ISIC_0015255.jpg,ISIC_0015255_segmentation.png,ea15e004a8c1ee6d9cf7ede3c3986572a7eef0c81c853c2a50e5a5de0bf7bb25,0.528121948,0.999897289
train,15,ISIC_0000126.jpg,ISIC_0000126_segmentation.png,ee0d1920ea5de0fb50bc3f8f0205bad9e392abd1d40137778f2cf1f9ad9be9f6,0.000000000,1.000000000
train,16,ISIC_0014219.jpg,ISIC_0014219_segmentation.png,13dab7f5f766e18e7a7d76c432ac2fad6d3b572d29158d4b7845f994bd320fe5,0.127171834,0.999770916
train,17,ISIC_0013405.jpg,ISIC_0013405_segmentation.png,0ff717d09a0956accbd1dd72ab7144983fd65a3031646b213f52e758cdf972b0,0.237711589,0.998907572
train,18,ISIC_0010576.jpg,ISIC_0010576_segmentation.png,a2698beffae8aa39c381344debd9be8bb974e3bb52738cbca7c78b7c7439e874,0.205210368,0.999920586
train,19,ISIC_0012793.jpg,ISIC_0012793_segmentation.png,b22cc79761189be8376dd95273ba540791d8f6f79ac3a46f388df517d1287838,0.231679281,0.999835702
train,20,ISIC_0010251.jpg,ISIC_0010251_segmentation.png,b4f44c24083174eacb5ed286e7665bad9e2ecc98291d5f64298653b13bb20dd9,0.115203857,0.999936322
train,21,ISIC_0014160.jpg,ISIC_0014160_segmentation.png,0557db38069123c3b1df4215b07929812acc99c63ac44d28f7bb396280cb273a,0.233393351,0.999609912
train,22,ISIC_0000455.jpg,ISIC_0000455_segmentation.png,f61c466cfcab2ebeff6c7011f23a877a65669bad9b596b08f58ede4caae38ede,0.082463582,0.999951463
train,23,ISIC_0014139.jpg,ISIC_0014139_segmentation.png,83fc5b1eee4886032795b3ac35ce646d0561d8071e6b6812b60ded610f3cf114,0.142222087,0.999793395
train,24,ISIC_0013159.jpg,ISIC_0013159_segmentation.png,0cd49c4ae71eabb663d4e147cb2dcbbe0ace8c4665bdfabf49e827e8775105e0,0.237431844,0.999840081
train,25,ISIC_0011115.jpg,ISIC_0011115_segmentation.png,2e1452ba76d070fd65eb57f192019dd9c863424f4875fb575ae6605bf3bd6d39,0.262161255,0.999744174
train,26,ISIC_0010225.jpg,ISIC_0010225_segmentation.png,4c1a41efcd76b0fe684e40dce3e91cbb677f76097fff3f0086ddf678e5bd7669,0.203201294,0.999703346
train,27,ISIC_0000513.jpg,ISIC_0000513_segmentation.png,db5a560ac929396d0d5acf90d76175500f4d3347a0cdcc4096a08a54c59ff12f,0.244501750,0.999860552
train,28,ISIC_0014108.jpg,ISIC_0014108_segmentation.png,60c050769773c3bd60e3029777eb028f4742efb1c1fea9c976cb725d93638dd2,0.084833781,0.999948895
train,29,ISIC_0008659.jpg,ISIC_0008659_segmentation.png,57f980af1bdc45bd4fcb8167140682da03a3fa9391a095a6de7cf18e41ad0d2f,0.211705526,0.999658977
train,30,ISIC_0013946.jpg,ISIC_0013946_segmentation.png,f047007eaae7879eca5c9419cced655e79d99ffefaefa16c5c880c8699f9c072,0.172754924,0.999744824
train,31,ISIC_0016028.jpg,ISIC_0016028_segmentation.png,ff3e86dd8d5c34f93ad97e124be0c0a655741a50435d4ff9492a2eeab9f9e392,0.122772217,0.999684860
train,32,ISIC_0000193.jpg,ISIC_0000193_segmentation.png,2e35097920ff66366b6047d6726b11703f7f94a18f76c0c8203e10ba00bf6e1f,0.209314982,0.999935093
train,33,ISIC_0001100.jpg,ISIC_0001100_segmentation.png,13f79b5ce1868988773c6207c7da586b8c4c7a047386f447983da645fe1fae5b,0.112075806,0.999917221
train,34,ISIC_0012721.jpg,ISIC_0012721_segmentation.png,b1126c48146826da641e049877c940830f16730d4f74321da7a2136d1b5fdec7,0.151143392,0.999814038
train,35,ISIC_0002453.jpg,ISIC_0002453_segmentation.png,7febd729b57e0225b3280412702ed9223885f27a005b4a15a2da3457ca4c0cad,0.293457031,0.999736399
train,36,ISIC_0012666.jpg,ISIC_0012666_segmentation.png,99e53c8436525bd87ff7cdf60112361ecf7301b0f99e0fc4beab8cadc799a83b,0.104395549,0.999948339
